41, 1.288053e+00, -2.712634e+00, 6.156888e+00
42, 1.319469e+00, -4.352242e+00, 6.423021e+00
43, 1.350885e+00, -5.869649e+00, 5.677867e+00
44, 1.382301e+00, -6.876362e+00, 4.752101e+00
45, 1.413717e+00, -3.056298e+00, 3.663708e+00
46, 1.445133e+00, -8.977101e+00, 1.536585e+00
47, 1.476549e+00, -8.264070e+00, -9.797094e-01
48, 1.507964e+00, -6.421960e+00, -1.996178e+00
49, 1.539380e+00, -5.638578e+00, -1.690840e+00
50, 1.570796e+00, -1.000000e+00, -2.400000e+00
51, 1.602212e+00, -4.945817e+00, -4.409720e+00
52, 1.633628e+00, -1.824479e+00, -4.804847e+00
53, 1.665044e+00, 1.905732e-01, -2.251970e+00
54, 1.696460e+00, -1.084143e+00, 1.803071e-01
55, 1.727876e+00, 1.942122e+00, -3.965346e-01
56, 1.759292e+00, -2.440407e+00, -1.996486e+00
57, 1.790708e+00, -7.039171e-01, -1.105301e+00
58, 1.822124e+00, -1.618424e+00, 1.267042e+00
59, 1.853540e+00, -4.793386e+00, 1.055071e+00
60, 1.884956e+00, -1.057546e+00, -2.209881e+00
61, 1.916372e+00, -4.043492e+00, -4.647473e+00
62, 1.947787e+00, -2.016726e+00, -4.258981e+00
63, 1.979203e+00, -2.243060e+00, -3.670107e+00
64, 2.010619e+00, -2.554675e+00, -5.247514e+00
65, 2.042035e+00, 4.580529e+00, -7.193725e+00
66, 2.073451e+00, 2.880073e+00, -6.781531e+00
67, 2.104867e+00, 4.651329e+00, -4.608183e+00
68, 2.136283e+00, 4.907102e+00, -2.962229e+00
69, 2.167699e+00, 5.358000e+00, -2.040615e+00
70, 2.199115e+00, 1.107460e+01, -5.480956e-01
71, 2.230531e+00, 5.903087e+00, 1.413168e+00
72, 2.261947e+00, 4.980459e+00, 2.749316e+00
73, 2.293363e+00, 4.220201e+00, 3.614314e+00
74, 2.324779e+00, 3.241422e+00, 4.692747e+00
75, 2.356194e+00, 6.368629e+00, 5.156854e+00
76, 2.387610e+00, -1.614355e-01, 3.977809e+00
77, 2.419026e+00, 2.449528e-01, 2.505417e+00
78, 2.450442e+00, 1.426505e+00, 2.833007e+00
79, 2.481858e+00, 9.737334e-01, 4.085051e+00
80, 2.513274e+00, 4.532624e+00, 3.599366e+00
81, 2.544690e+00, 1.198933e-01, 1.775195e+00
82, 2.576106e+00, 2.804449e+00, 2.059104e+00
83, 2.607522e+00, 3.870051e+00, 5.287236e+00
84, 2.638938e+00, 1.596350e+00, 7.848230e+00
85, 2.670354e+00, 4.152861e+00, 7.309445e+00
86, 2.701770e+00, -5.971805e-01, 6.313081e+00
87, 2.733186e+00, 1.363444e-01, 8.029812e+00
88, 2.764602e+00, -2.196107e+00, 1.067988e+01
89, 2.796017e+00, -6.466822e+00, 1.031758e+01
90, 2.827433e+00, -3.592238e+00, 7.170543e+00
91, 2.858849e+00, -7.924212e+00, 5.033322e+00
92, 2.890265e+00, -7.703583e+00, 5.110428e+00
93, 2.921681e+00, -9.370735e+00, 4.660040e+00
94, 2.953097e+00, -1.051011e+01, 2.074176e+00
95, 2.984513e+00, -4.252066e+00, -5.625607e-01
96, 3.015929e+00, -7.151949e+00, -1.161033e+00
97, 3.047345e+00, -6.221896e+00, -6.304245e-01
98, 3.078761e+00, -6.017231e+00, -5.700240e-01
99, 3.110177e+00, -5.436147e+00, -6.267787e-01
100, 3.141593e+00, 0.000000e+00, 7.316736e-14
101, 3.173009e+00, -5.436147e+00, 6.267787e-01
102, 3.204425e+00, -6.017231e+00, 5.700240e-01
103, 3.235840e+00, -6.221896e+00, 6.304245e-01
104, 3.267256e+00, -7.151949e+00, 1.161033e+00
105, 3.298672e+00, -4.252066e+00, 5.625607e-01
106, 3.330088e+00, -1.051011e+01, -2.074176e+00
107, 3.361504e+00, -9.370735e+00, -4.660040e+00
108, 3.392920e+00, -7.703583e+00, -5.110428e+00
109, 3.424336e+00, -7.924212e+00, -5.033322e+00
110, 3.455752e+00, -3.592238e+00, -7.170543e+00
111, 3.487168e+00, -6.466822e+00, -1.031758e+01
112, 3.518584e+00, -2.196107e+00, -1.067988e+01
113, 3.550000e+00, 1.363444e-01, -8.029812e+00
114, 3.581416e+00, -5.971805e-01, -6.313081e+00
115, 3.612832e+00, 4.152861e+00, -7.309445e+00
116, 3.644247e+00, 1.596350e+00, -7.848230e+00
117, 3.675663e+00, 3.870051e+00, -5.287236e+00
118, 3.707079e+00, 2.804449e+00, -2.059104e+00
119, 3.738495e+00, 1.198933e-01, -1.775195e+00
120, 3.769911e+00, 4.532624e+00, -3.599366e+00
121, 3.801327e+00, 9.737334e-01, -4.085051e+00
122, 3.832743e+00, 1.426505e+00, -2.833007e+00
123, 3.864159e+00, 2.449528e-01, -2.505417e+00
124, 3.895575e+00, -1.614355e-01, -3.977809e+00
125, 3.926991e+00, 6.368629e+00, -5.156854e+00
126, 3.958407e+00, 3.241422e+00, -4.692747e+00
127, 3.989823e+00, 4.220201e+00, -3.614314e+00
128, 4.021239e+00, 4.980459e+00, -2.749316e+00
129, 4.052655e+00, 5.903087e+00, -1.413168e+00
130, 4.084070e+00, 1.107460e+01, 5.480956e-01
131, 4.115486e+00, 5.358000e+00, 2.040615e+00
132, 4.146902e+00, 4.907102e+00, 2.962229e+00
133, 4.178318e+00, 4.651329e+00, 4.608183e+00
134, 4.209734e+00, 2.880073e+00, 6.781531e+00
135, 4.241150e+00, 4.580529e+00, 7.193725e+00
136, 4.272566e+00, -2.554675e+00, 5.247514e+00
137, 4.303982e+00, -2.243060e+00, 3.670107e+00
138, 4.335398e+00, -2.016726e+00, 4.258981e+00
139, 4.366814e+00, -4.043492e+00, 4.647473e+00
140, 4.398230e+00, -1.057546e+00, 2.209881e+00
141, 4.429646e+00, -4.793386e+00, -1.055071e+00
142, 4.461062e+00, -1.618424e+00, -1.267042e+00
143, 4.492477e+00, -7.039171e-01, 1.105301e+00
144, 4.523893e+00, -2.440407e+00, 1.996486e+00
145, 4.555309e+00, 1.942122e+00, 3.965346e-01
146, 4.586725e+00, -1.084143e+00, -1.803071e-01
147, 4.618141e+00, 1.905732e-01, 2.251970e+00
148, 4.649557e+00, -1.824479e+00, 4.804847e+00
149, 4.680973e+00, -4.945817e+00, 4.409720e+00
150, 4.712389e+00, -1.000000e+00, 2.400000e+00
151, 4.743805e+00, -5.638578e+00, 1.690840e+00
152, 4.775221e+00, -6.421960e+00, 1.996178e+00
153, 4.806637e+00, -8.264070e+00, 9.797094e-01
154, 4.838053e+00, -8.977101e+00, -1.536585e+00
155, 4.869469e+00, -3.056298e+00, -3.663708e+00
156, 4.900885e+00, -6.876362e+00, -4.752101e+00
157, 4.932300e+00, -5.869649e+00, -5.677867e+00
158, 4.963716e+00, -4.352242e+00, -6.423021e+00
159, 4.995132e+00, -2.712634e+00, -6.156888e+00
160, 5.026548e+00, 2.967376e+00, -5.398571e+00
161, 5.057964e+00, -1.773882e+00, -5.382237e+00
162, 5.089380e+00, -5.886474e-01, -5.460018e+00
163, 5.120796e+00, 6.867563e-01, -3.992838e+00
164, 5.152212e+00, -1.315087e-01, -1.847309e+00
165, 5.183628e+00, 2.494804e+00, -1.811530e+00
166, 5.215044e+00, -3.265124e+00, -3.974039e+00
167, 5.246460e+00, -1.654214e+00, -5.103145e+00
168, 5.277876e+00, -8.028368e-01, -3.913420e+00
169, 5.309292e+00, -2.449619e+00, -3.461452e+00
170, 5.340708e+00, 1.397531e+00, -6.056299e+00
171, 5.372123e+00, -1.223530e+00, -8.982221e+00
172, 5.403539e+00, 2.617374e+00, -8.536717e+00
173, 5.434955e+00, 3.897472e+00, -5.902131e+00
174, 5.466371e+00, 2.983254e+00, -5.040017e+00
175, 5.497787e+00, 8.631371e+00, -6.156854e+00
176, 5.529203e+00, 6.511693e+00, -5.626593e+00
177, 5.560619e+00, 8.123386e+00, -2.201829e+00
178, 5.592035e+00, 6.546091e+00, 9.898201e-01
179, 5.623451e+00, 4.203203e+00, 1.546836e+00
180, 5.654867e+00, 8.557546e+00, 1.102916e+00
181, 5.686283e+00, 3.524737e+00, 1.867319e+00
182, 5.717699e+00, 2.151375e+00, 3.006892e+00
183, 5.749115e+00, 9.057175e-02, 2.671479e+00
184, 5.780530e+00, -9.097473e-01, 1.218685e+00
185, 5.811946e+00, 4.098043e+00, 7.777509e-02
186, 5.843362e+00, -8.141554e-01, -7.592848e-01
187, 5.874778e+00, -3.235539e-01, -1.824804e+00
188, 5.906194e+00, 1.048671e+00, -2.329981e+00
189, 5.937610e+00, 2.190474e+00, -1.562721e+00
190, 5.969026e+00, 7.120102e+00, -7.376612e-01
191, 6.000442e+00, 2.106848e+00, -1.003159e+00
192, 6.031858e+00, 3.485530e+00, -9.179562e-01
193, 6.063274e+00, 4.606823e+00, 1.271570e+00
194, 6.094690e+00, 3.052898e+00, 3.938163e+00
195, 6.126106e+00, 5.040003e+00, 4.004769e+00
196, 6.157522e+00, -9.721289e-01, 2.019931e+00
197, 6.188938e+00, 1.129740e-01, 1.527922e+00
198, 6.220353e+00, -2.449790e-01, 3.128027e+00
199, 6.251769e+00, -3.152195e+00, 3.220077e+00
