0, 0.000000e+00, 0.000000e+00, 0.000000e+00
1, 3.141593e-02, -3.152195e+00, -3.220077e+00
2, 6.283185e-02, -2.449790e-01, -3.128027e+00
3, 9.424778e-02, 1.129740e-01, -1.527922e+00
4, 1.256637e-01, -9.721289e-01, -2.019931e+00
5, 1.570796e-01, 5.040003e+00, -4.004769e+00
6, 1.884956e-01, 3.052898e+00, -3.938163e+00
7, 2.199115e-01, 4.606823e+00, -1.271570e+00
8, 2.513274e-01, 3.485530e+00, 9.179562e-01
9, 2.827433e-01, 2.106848e+00, 1.003159e+00
10, 3.141593e-01, 7.120102e+00, 7.376612e-01
11, 3.455752e-01, 2.190474e+00, 1.562721e+00
12, 3.769911e-01, 1.048671e+00, 2.329981e+00
13, 4.084070e-01, -3.235539e-01, 1.824804e+00
14, 4.398230e-01, -8.141554e-01, 7.592848e-01
15, 4.712389e-01, 4.098043e+00, -7.777509e-02
16, 5.026548e-01, -9.097473e-01, -1.218685e+00
17, 5.340708e-01, 9.057175e-02, -2.671479e+00
18, 5.654867e-01, 2.151375e+00, -3.006892e+00
19, 5.969026e-01, 3.524737e+00, -1.867319e+00
20, 6.283185e-01, 8.557546e+00, -1.102916e+00
21, 6.597345e-01, 4.203203e+00, -1.546836e+00
22, 6.911504e-01, 6.546091e+00, -9.898201e-01
23, 7.225663e-01, 8.123386e+00, 2.201829e+00
24, 7.539822e-01, 6.511693e+00, 5.626593e+00
25, 7.853982e-01, 8.631371e+00, 6.156854e+00
26, 8.168141e-01, 2.983254e+00, 5.040017e+00
27, 8.482300e-01, 3.897472e+00, 5.902131e+00
28, 8.796459e-01, 2.617374e+00, 8.536717e+00
29, 9.110619e-01, -1.223530e+00, 8.982221e+00
30, 9.424778e-01, 1.397531e+00, 6.056299e+00
31, 9.738937e-01, -2.449619e+00, 3.461452e+00
32, 1.005310e+00, -8.028368e-01, 3.913420e+00
33, 1.036726e+00, -1.654214e+00, 5.103145e+00
34, 1.068142e+00, -3.265124e+00, 3.974039e+00
35, 1.099557e+00, 2.494804e+00, 1.811530e+00
36, 1.130973e+00, -1.315087e-01, 1.847309e+00
37, 1.162389e+00, 6.867563e-01, 3.992838e+00
38, 1.193805e+00, -5.886474e-01, 5.460018e+00
39, 1.225221e+00, -1.773882e+00, 5.382237e+00
40, 1.256637e+00, 2.967376e+00, 5.398571e+00
